Data,Veiculo,Produto,Serviço,Total,Fabricante
26/06/2024,GOLF,"1488,16","1159,87","2648,03",VOLKSWAGEN
26/06/2024,COMPASS,"664,2","480,0","1144,2",JEEP
26/06/2024,HILUX,"1319,78","775,0","2094,78",TOYOTA
26/06/2024,ETIOS,"1311,36","728,64","2040,0",TOYOTA
27/06/2024,SUBARU WRX,"350,0","0,0","350,0",SUBARU
28/06/2024,S10,"0,0","170,0","170,0",CHEVROLET
28/06/2024,S10,"0,0","170,0","170,0",CHEVROLET
28/06/2024,335I,"1409,7","7338,95","8748,65",BMW
28/06/2024,HRV,"529,01","456,0","985,01",HONDA
28/06/2024,STRADA,"0,0","40,0","40,0",FIAT
01/07/2024,ONIX,"842,47","547,95","1390,42",CHEVROLET
01/07/2024,S10,"1845,74","554,27","2400,01",CHEVROLET
02/07/2024,LIVINA,"1015,3","620,0","1635,3",NISSAN
02/07/2024,PAMPA,"1082,5","1610,0","2692,5",FIAT
02/07/2024,C4 VTR,"364,3","0,0","364,3",CITROËN
02/07/2024,COMPASS,"615,53","0,0","615,53",JEEP
02/07/2024,FIESTA,"979,71","360,29","1340,0",FORD
03/07/2024,CRUZE,"729,63","85,37","815,0",CHEVROLET
03/07/2024,ZAFIRA,"74,6","0,0","74,6",CHEVROLET
04/07/2024,MONTANA,"1730,93","1645,0","3375,93",CHEVROLET
04/07/2024,TORO,"2023,65","2765,35","4789,0",FIAT
04/07/2024,CRUZE,"738,0","480,0","1218,0",CHEVROLET
04/07/2024,MERIVA,"0,0","120,0","120,0",CHEVROLET
04/07/2024,FASTBACK,"0,0","470,0","470,0",FIAT
05/07/2024,HILUX,"70,36","109,64","180,0",TOYOTA
05/07/2024,MONTANA,"367,85","172,16","540,01",CHEVROLET
05/07/2024,AMAROK,"1632,25","275,0","1907,25",VOLKSWAGEN
05/07/2024,L200 TRITON,"350,0","0,0","350,0",MITSUBISHI
05/07/2024,207,"263,3","149,4","412,7",PEUGEOT
08/07/2024,CRUZE,"738,0","480,0","1218,0",CHEVROLET
08/07/2024,TRACKER,"0,0","350,0","350,0",CHEVROLET
08/07/2024,L200 TRITON,"335,25","450,0","785,25",MITSUBISHI
08/07/2024,PAJERO DAKAR,"376,8","280,0","656,8",MITSUBISHI
08/07/2024,PAJERO DAKAR,"1506,03","693,96","2199,99",MITSUBISHI
08/07/2024,320I,"0,0","300,0","300,0",BMW
08/07/2024,C4 VTR,"1581,07","329,93","1911,0",CITROËN
10/07/2024,S10,"0,0","525,0","525,0",CHEVROLET
10/07/2024,A5,"863,53","76,47","940,0",AUDI
10/07/2024,GOL,"1602,54","1297,44","2899,98",VOLKSWAGEN
10/07/2024,FRONTIER,"0,0","400,0","400,0",NISSAN
10/07/2024,ONIX,"0,0","657,0","657,0",CHEVROLET
11/07/2024,PRISMA,"738,0","480,0","1218,0",CHEVROLET
11/07/2024,AMAROK,"2689,75","1660,0","4349,75",VOLKSWAGEN
12/07/2024,STRADA,"1114,9","565,0","1679,9",FIAT
15/07/2024,TRACKER,"1076,45","1330,0","2406,45",CHEVROLET
15/07/2024,UP,"291,2","0,0","291,2",VOLKSWAGEN
15/07/2024,TORO,"669,3","0,0","669,3",FIAT
15/07/2024,KA,"696,08","300,0","996,08",FORD
15/07/2024,CORSA CLASSIC,"0,0","370,0","370,0",CHEVROLET
16/07/2024,SAVEIRO,"0,0","670,0","670,0",VOLKSWAGEN
16/07/2024,TRACKER,"495,99","0,0","495,99",CHEVROLET
16/07/2024,AMAROK,"900,76","549,24","1450,0",VOLKSWAGEN
16/07/2024,GOL,"0,0","162,0","162,0",VOLKSWAGEN
16/07/2024,COMPASS,"701,93","879,9","1581,83",JEEP
16/07/2024,L200 TRITON,"1067,83","582,17","1650,0",MITSUBISHI
17/07/2024,L200 TRITON,"600,0","0,0","600,0",MITSUBISHI
17/07/2024,TRACKER,"0,0","220,0","220,0",CHEVROLET
17/07/2024,CLA,"1493,2","494,85","1988,05",MERCEDES
18/07/2024,207,"12,6","520,0","532,6",PEUGEOT
19/07/2024,UP,"1022,5","740,0","1762,5",VOLKSWAGEN
22/07/2024,PRISMA,"162,5","590,0","752,5",CHEVROLET
22/07/2024,ONIX,"0,0","700,0","700,0",CHEVROLET
22/07/2024,GOL,"1433,54","1710,45","3143,99",VOLKSWAGEN
22/07/2024,CIVIC,"1579,13","820,87","2400,0",HONDA
22/07/2024,UNO,"430,03","279,98","710,01",FIAT
22/07/2024,ONIX,"425,4","120,0","545,4",CHEVROLET
23/07/2024,STRADA,"0,0","220,0","220,0",FIAT
24/07/2024,L200 TRITON,"1566,71","713,29","2280,0",MITSUBISHI
24/07/2024,A5,"103,9","0,0","103,9",AUDI
24/07/2024,AZERA,"1251,12","0,0","1251,12",HYUNDAI
24/07/2024,3008,"0,0","350,0","350,0",PEUGEOT
24/07/2024,L200 TRITON,"0,0","1410,0","1410,0",MITSUBISHI
24/07/2024,CRUZE,"36,14","463,86","500,0",CHEVROLET
25/07/2024,PAJERO SPORT,"195,9","0,0","195,9",MITSUBISHI
26/07/2024,JETTA,"0,0","630,0","630,0",VOLKSWAGEN
26/07/2024,CIVIC,"936,66","463,34","1400,0",HONDA
26/07/2024,PAJERO TR4,"0,0","720,0","720,0",MITSUBISHI
29/07/2024,RANGER,"118,87","841,13","960,0",FORD
29/07/2024,AMAROK,"0,0","120,0","120,0",VOLKSWAGEN
29/07/2024,HILUX,"153,0","1080,0","1233,0",TOYOTA
29/07/2024,HILUX,"2289,01","2211,03","4500,04",TOYOTA
29/07/2024,DODGE RAM 2500,"36,7","0,0","36,7",DODGE
30/07/2024,PAMPA,"191,56","98,44","290,0",FIAT
30/07/2024,HILUX,"1896,55","765,0","2661,55",TOYOTA
01/08/2024,CIVIC,"68,9","680,0","748,9",HONDA
01/08/2024,FRONTIER,"3799,72","3400,29","7200,01",NISSAN
01/08/2024,PALIO WEEKEND,"2066,66","540,0","2606,66",FIAT
02/08/2024,HILUX,"165,93","1034,07","1200,0",TOYOTA
02/08/2024,COMPASS,"708,75","60,0","768,75",JEEP
02/08/2024,SAVEIRO,"291,0","0,0","291,0",VOLKSWAGEN
02/08/2024,CLA,"0,0","3610,0","3610,0",MERCEDES
05/08/2024,L200 TRITON,"1776,94","683,07","2460,01",MITSUBISHI
06/08/2024,X1,"1348,0","1260,0","2608,0",BMW
06/08/2024,TORO,"1406,45","480,0","1886,45",FIAT
06/08/2024,C4 VTR,"495,0","80,0","575,0",CITROËN
06/08/2024,SPIN,"564,1","635,88","1199,98",CHEVROLET
06/08/2024,GOLF,"189,32","5665,67","5854,99",VOLKSWAGEN
07/08/2024,PRISMA,"822,8","480,0","1302,8",CHEVROLET
08/08/2024,VECTRA,"45,0","250,0","295,0",CHEVROLET
08/08/2024,STRADA,"120,0","80,0","200,0",FIAT
08/08/2024,CRV,"0,0","200,0","200,0",HONDA
08/08/2024,PAJERO SPORT,"460,49","589,51","1050,0",MITSUBISHI
09/08/2024,POLO,"889,55","580,45","1470,0",VOLKSWAGEN
09/08/2024,HILUX,"184,6","329,0","513,6",TOYOTA
09/08/2024,COROLLA,"859,65","620,34","1479,99",TOYOTA
12/08/2024,HILUX,"2475,49","1324,52","3800,01",TOYOTA
12/08/2024,L200 TRITON,"149,0","0,0","149,0",MITSUBISHI
12/08/2024,KA,"457,64","120,0","577,64",FORD
13/08/2024,JETTA,"394,93","780,0","1174,93",VOLKSWAGEN
13/08/2024,S10,"4564,1","2345,0","6909,1",CHEVROLET
13/08/2024,CELTA,"135,03","139,98","275,01",CHEVROLET
14/08/2024,PAJERO DAKAR,"1531,55","1398,0","2929,55",MITSUBISHI
14/08/2024,X6,"0,0","540,0","540,0",BMW
14/08/2024,HILUX,"144,6","90,0","234,6",TOYOTA
14/08/2024,FRONTIER,"321,39","1014,3","1335,69",NISSAN
16/08/2024,ONIX,"1204,95","381,54","1586,49",CHEVROLET
16/08/2024,WRV,"2518,7","840,0","3358,7",HONDA
16/08/2024,CLA,"957,63","542,37","1500,0",MERCEDES
16/08/2024,CRUZE,"673,2","612,0","1285,2",CHEVROLET
16/08/2024,CELTA,"1713,18","1016,81","2729,99",CHEVROLET
16/08/2024,PRISMA,"700,49","449,51","1150,0",CHEVROLET
19/08/2024,X1,"280,0","160,0","440,0",BMW
19/08/2024,RENEGADE,"637,02","192,97","829,99",JEEP
20/08/2024,STRADA,"120,0","0,0","120,0",FIAT
20/08/2024,DUSTER,"0,0","650,0","650,0",RENAULT
20/08/2024,PAJERO DAKAR,"2951,29","648,71","3600,0",MITSUBISHI
21/08/2024,STRADA,"704,54","322,12","1026,66",FIAT
21/08/2024,UNO,"171,64","248,36","420,0",FIAT
21/08/2024,GOLF,"1030,69","963,75","1994,44",VOLKSWAGEN
21/08/2024,UP,"76,5","90,0","166,5",VOLKSWAGEN
22/08/2024,HILUX,"2228,85","1255,0","3483,85",TOYOTA
22/08/2024,UP,"231,56","960,0","1191,56",VOLKSWAGEN
22/08/2024,ARGO,"120,0","300,0","420,0",FIAT
23/08/2024,MOBI,"0,0","765,0","765,0",FIAT
26/08/2024,CRUZE,"1802,22","697,78","2500,0",CHEVROLET
26/08/2024,FRONTIER,"1168,16","688,5","1856,66",NISSAN
26/08/2024,TRACKER,"1785,0","2570,0","4355,0",CHEVROLET
26/08/2024,207,"74,8","421,5","496,3",PEUGEOT
26/08/2024,HB20,"1195,24","494,76","1690,0",HYUNDAI
26/08/2024,L200 TRITON,"583,81","180,0","763,81",MITSUBISHI
27/08/2024,MONTANA,"1216,96","368,6","1585,56",CHEVROLET
27/08/2024,HB20S,"0,0","200,0","200,0",HYUNDAI
27/08/2024,COROLLA,"972,3","600,0","1572,3",TOYOTA
28/08/2024,HILUX,"920,0","0,0","920,0",TOYOTA
28/08/2024,COROLLA,"1845,71","483,83","2329,54",TOYOTA
28/08/2024,HILUX,"150,59","169,41","320,0",TOYOTA
28/08/2024,X1,"343,35","0,0","343,35",BMW
29/08/2024,X6,"1008,25","805,0","1813,25",BMW
29/08/2024,PICK UP CORSA,"208,3","0,0","208,3",CHEVROLET
29/08/2024,VECTRA,"1818,8","710,0","2528,8",CHEVROLET
29/08/2024,3008,"1674,57","760,0","2434,57",PEUGEOT
29/08/2024,PAJERO SPORT,"1106,38","643,61","1749,99",MITSUBISHI
30/08/2024,HILUX,"1595,6","834,4","2430,0",TOYOTA
30/08/2024,HILUX,"569,21","630,79","1200,0",TOYOTA
30/08/2024,HILUX,"120,0","0,0","120,0",TOYOTA
02/09/2024,CRUZE,"75,0","280,0","355,0",CHEVROLET
02/09/2024,PAJERO TR4,"0,0","300,0","300,0",MITSUBISHI
02/09/2024,PREMIO,"0,0","100,0","100,0",TOYOTA
02/09/2024,COMPASS,"120,0","220,0","340,0",JEEP
02/09/2024,X1,"880,55","710,0","1590,55",BMW
02/09/2024,RANGER,"630,56","1212,44","1843,0",FORD
03/09/2024,COMPASS,"1316,78","783,22","2100,0",JEEP
03/09/2024,HILUX,"1216,19","1163,82","2380,01",TOYOTA
03/09/2024,PREMIO,"131,77","88,24","220,01",TOYOTA
04/09/2024,TORO,"929,74","514,14","1443,88",FIAT
04/09/2024,WRV,"299,0","0,0","299,0",HONDA
04/09/2024,COMPASS,"423,45","400,0","823,45",JEEP
04/09/2024,HILUX,"236,53","343,48","580,01",TOYOTA
04/09/2024,L200 TRITON,"791,2","199,81","991,01",MITSUBISHI
05/09/2024,HILUX,"1595,55","900,0","2495,55",TOYOTA
05/09/2024,528I,"0,0","260,0","260,0",BMW
05/09/2024,FUSCA,"945,23","1014,76","1959,99",VOLKSWAGEN
05/09/2024,GOLF,"144,4","580,0","724,4",VOLKSWAGEN
05/09/2024,FIESTA,"1448,25","390,0","1838,25",FORD
06/09/2024,SANDERO,"179,5","340,0","519,5",RENAULT
06/09/2024,ONIX,"0,0","180,0","180,0",CHEVROLET
09/09/2024,TORO,"0,0","80,0","80,0",FIAT
09/09/2024,RENEGADE,"1732,32","1417,68","3150,0",JEEP
09/09/2024,CRUZE,"604,27","0,0","604,27",CHEVROLET
09/09/2024,CIVIC,"0,0","180,0","180,0",HONDA
09/09/2024,STRADA,"1260,63","660,0","1920,63",FIAT
09/09/2024,HILUX,"920,0","0,0","920,0",TOYOTA
09/09/2024,CIVIC,"316,18","499,82","816,0",HONDA
09/09/2024,HB20,"347,6","250,0","597,6",HYUNDAI
10/09/2024,COMPASS,"427,17","272,83","700,0",JEEP
10/09/2024,320I,"0,0","1199,99","1199,99",BMW
10/09/2024,X6,"0,0","450,0","450,0",BMW
10/09/2024,HILUX,"7,65","60,0","67,65",TOYOTA
10/09/2024,PALIO,"27,0","189,0","216,0",FIAT
10/09/2024,PAMPA,"4212,0","3340,0","7552,0",FIAT
10/09/2024,PAJERO SPORT,"590,25","0,0","590,25",MITSUBISHI
11/09/2024,HB20,"262,0","0,0","262,0",HYUNDAI
11/09/2024,X1,"0,0","490,0","490,0",BMW
11/09/2024,PAJERO DAKAR,"133,64","866,37","1000,01",MITSUBISHI
12/09/2024,PREMIO,"77,8","160,0","237,8",TOYOTA
12/09/2024,TRACKER,"162,5","350,0","512,5",CHEVROLET
13/09/2024,FIESTA,"157,23","345,0","502,23",FORD
13/09/2024,ASTRA,"383,44","459,0","842,44",CHEVROLET
13/09/2024,COMPASS,"0,0","320,0","320,0",JEEP
13/09/2024,COMPASS,"1038,6","130,0","1168,6",JEEP
13/09/2024,AZERA,"319,16","0,0","319,16",HYUNDAI
13/09/2024,MOBI,"292,38","460,13","752,51",FIAT
13/09/2024,ZAFIRA,"20,85","365,0","385,85",CHEVROLET
13/09/2024,CELTA,"360,7","370,0","730,7",CHEVROLET
16/09/2024,C4 VTR,"339,65","420,0","759,65",CITROËN
17/09/2024,TRACKER,"808,0","480,0","1288,0",CHEVROLET
17/09/2024,S10,"508,83","691,17","1200,0",CHEVROLET
17/09/2024,GOLF,"73,85","120,0","193,85",VOLKSWAGEN
17/09/2024,PALIO WEEKEND,"331,0","150,0","481,0",FIAT
17/09/2024,HRV,"307,0","0,0","307,0",HONDA
18/09/2024,RENEGADE,"1884,74","1602,14","3486,88",JEEP
18/09/2024,ONIX,"353,85","96,15","450,0",CHEVROLET
18/09/2024,UNO,"1703,58","1015,0","2718,58",FIAT
18/09/2024,L200 TRITON,"2009,9","3060,0","5069,9",MITSUBISHI
18/09/2024,3008,"117,03","172,96","289,99",PEUGEOT
18/09/2024,PICK UP CORSA,"57,0","0,0","57,0",CHEVROLET
19/09/2024,VECTRA,"381,15","60,0","441,15",CHEVROLET
19/09/2024,COMPASS,"2153,46","696,54","2850,0",JEEP
19/09/2024,PREMIO,"38,21","179,8","218,01",TOYOTA
19/09/2024,COMPASS,"636,6","0,0","636,6",JEEP
20/09/2024,DUSTER,"417,25","370,0","787,25",RENAULT
20/09/2024,CIVIC,"484,3","80,0","564,3",HONDA
20/09/2024,HILUX,"1950,0","460,0","2410,0",TOYOTA
20/09/2024,TORO,"24,5","480,0","504,5",FIAT
23/09/2024,FRONTIER,"2590,01","980,0","3570,01",NISSAN
23/09/2024,S10,"720,0","0,0","720,0",CHEVROLET
23/09/2024,S10,"151,84","348,16","500,0",CHEVROLET
24/09/2024,C3,"2951,65","1433,35","4385,0",CITROËN
24/09/2024,CRUZE,"1165,63","904,36","2069,99",CHEVROLET
24/09/2024,COMPASS,"1379,49","465,51","1845,0",JEEP
24/09/2024,MOBI,"259,84","130,16","390,0",FIAT
24/09/2024,TORO,"1429,0","280,0","1709,0",FIAT
25/09/2024,HRV,"617,72","462,28","1080,0",HONDA
25/09/2024,SAVEIRO,"994,1","205,9","1200,0",VOLKSWAGEN
25/09/2024,COROLLA,"798,35","576,0","1374,35",TOYOTA
26/09/2024,TORO,"229,65","140,0","369,65",FIAT
26/09/2024,A5,"3377,82","3022,17","6399,99",AUDI
27/09/2024,L200 TRITON,"15688,0","0,0","15688,0",MITSUBISHI
27/09/2024,STRADA,"0,0","140,0","140,0",FIAT
27/09/2024,CRUZE,"1082,2","480,0","1562,2",CHEVROLET
27/09/2024,LANCER,"2520,58","1464,43","3985,01",MITSUBISHI
27/09/2024,S10,"89,45","660,0","749,45",CHEVROLET
27/09/2024,ARGO,"1394,54","810,0","2204,54",FIAT
30/09/2024,C4 VTR,"374,35","410,0","784,35",CITROËN
30/09/2024,JETTA,"389,0","370,0","759,0",VOLKSWAGEN
30/09/2024,F250,"0,0","290,0","290,0",FORD
01/10/2024,PALIO WEEKEND,"580,2","605,0","1185,2",FIAT
01/10/2024,COMPASS,"1940,7","360,0","2300,7",JEEP
01/10/2024,L200 TRITON,"0,0","220,0","220,0",MITSUBISHI
01/10/2024,VECTRA,"75,0","240,0","315,0",CHEVROLET
01/10/2024,STRADA,"0,0","400,0","400,0",FIAT
02/10/2024,CRUZE,"748,0","480,0","1228,0",CHEVROLET
03/10/2024,L200 TRITON,"149,8","1060,0","1209,8",MITSUBISHI
03/10/2024,TORO,"167,8","590,0","757,8",FIAT
03/10/2024,PAJERO DAKAR,"1003,95","180,0","1183,95",MITSUBISHI
04/10/2024,S10,"93,12","2298,9","2392,02",CHEVROLET
04/10/2024,RANGER,"920,0","0,0","920,0",FORD
07/10/2024,RENEGADE,"5656,29","4089,73","9746,02",JEEP
07/10/2024,HILUX,"165,45","460,0","625,45",TOYOTA
08/10/2024,NEW FIESTA,"709,55","550,0","1259,55",FORD
08/10/2024,PAMPA,"445,2","510,0","955,2",FIAT
08/10/2024,PAJERO DAKAR,"347,04","972,96","1320,0",MITSUBISHI
08/10/2024,ONIX,"1260,75","885,0","2145,75",CHEVROLET
09/10/2024,KICKS,"1111,38","788,62","1900,0",NISSAN
10/10/2024,HILUX,"0,0","200,0","200,0",TOYOTA
10/10/2024,LANCER,"95,8","1600,0","1695,8",MITSUBISHI
10/10/2024,S10,"1056,06","648,0","1704,06",CHEVROLET
11/10/2024,HILUX,"1191,45","683,54","1874,99",TOYOTA
11/10/2024,207,"0,0","27,0","27,0",PEUGEOT
14/10/2024,HILUX,"1024,0","440,0","1464,0",TOYOTA
14/10/2024,VECTRA,"0,0","180,0","180,0",CHEVROLET
14/10/2024,CELTA,"377,45","80,0","457,45",CHEVROLET
15/10/2024,GOL,"290,72","180,0","470,72",VOLKSWAGEN
15/10/2024,NEW FIESTA,"1180,1","665,0","1845,1",FORD
15/10/2024,SAVEIRO,"120,0","0,0","120,0",VOLKSWAGEN
16/10/2024,RENEGADE,"0,0","300,0","300,0",JEEP
16/10/2024,COMPASS,"1372,28","1027,71","2399,99",JEEP
16/10/2024,HILUX,"647,0","0,0","647,0",TOYOTA
17/10/2024,STRADA,"227,39","180,59","407,98",FIAT
17/10/2024,ARGO,"215,65","232,35","448,0",FIAT
18/10/2024,CRV,"120,0","0,0","120,0",HONDA
18/10/2024,GOL,"283,98","266,03","550,01",VOLKSWAGEN
18/10/2024,TORO,"3464,15","6387,27","9851,42",FIAT
18/10/2024,207 SW,"659,88","600,0","1259,88",PEUGEOT
21/10/2024,S10,"1134,11","695,89","1830,0",CHEVROLET
21/10/2024,HB20,"340,1","0,0","340,1",HYUNDAI
21/10/2024,STRADA,"0,0","240,0","240,0",FIAT
21/10/2024,COROLLA,"0,0","160,0","160,0",TOYOTA
22/10/2024,L200 TRITON,"12,4","90,0","102,4",MITSUBISHI
22/10/2024,HILUX,"0,0","450,0","450,0",TOYOTA
23/10/2024,ASTRA,"637,2","385,0","1022,2",CHEVROLET
23/10/2024,ONIX,"1715,23","1404,75","3119,98",CHEVROLET
23/10/2024,STRADA,"91,1","110,0","201,1",FIAT
23/10/2024,COROLLA,"993,41","686,59","1680,0",TOYOTA
23/10/2024,TORO,"1541,6","270,0","1811,6",FIAT
23/10/2024,HB20,"2708,3","960,0","3668,3",HYUNDAI
24/10/2024,COROLLA,"1041,2","720,0","1761,2",TOYOTA
24/10/2024,MONTANA,"120,0","410,0","530,0",CHEVROLET
24/10/2024,HRV,"0,0","315,0","315,0",HONDA
28/10/2024,RENEGADE,"1403,67","1387,91","2791,58",JEEP
29/10/2024,HB20,"0,0","350,0","350,0",HYUNDAI
29/10/2024,COROLLA,"349,5","110,0","459,5",TOYOTA
29/10/2024,ASTRA,"6,0","90,0","96,0",CHEVROLET
29/10/2024,CRUZE,"1060,0","860,0","1920,0",CHEVROLET
30/10/2024,PAJERO DAKAR,"75,0","0,0","75,0",MITSUBISHI
30/10/2024,COROLLA,"900,0","0,0","900,0",TOYOTA
01/11/2024,S10,"325,92","145,5","471,42",CHEVROLET
01/11/2024,HILUX,"462,25","540,0","1002,25",TOYOTA
01/11/2024,ZAFIRA,"700,49","449,51","1150,0",CHEVROLET
01/11/2024,L200 TRITON,"5937,52","2562,49","8500,01",MITSUBISHI
04/11/2024,L200 TRITON,"208,92","600,0","808,92",MITSUBISHI
04/11/2024,COROLLA,"888,85","640,0","1528,85",TOYOTA
04/11/2024,ASTRA,"120,0","180,0","300,0",CHEVROLET
04/11/2024,ARGO,"295,61","564,39","860,0",FIAT
04/11/2024,TORO,"398,3","0,0","398,3",FIAT
05/11/2024,TORO,"944,0","600,0","1544,0",FIAT
05/11/2024,C4 LOUNGE,"2129,12","1729,17","3858,29",CITROËN
05/11/2024,HILUX SW4,"132,5","1080,0","1212,5",TOYOTA
05/11/2024,GOLF,"0,0","160,0","160,0",VOLKSWAGEN
06/11/2024,STRADA,"459,15","480,0","939,15",FIAT
06/11/2024,HILUX,"1365,68","174,32","1540,0",TOYOTA
06/11/2024,RANGER,"815,05","484,95","1300,0",FORD
06/11/2024,UP,"0,0","400,0","400,0",VOLKSWAGEN
07/11/2024,HB20,"0,0","180,0","180,0",HYUNDAI
07/11/2024,S10,"801,1","1270,0","2071,1",CHEVROLET
07/11/2024,CRUZE,"500,69","19,32","520,01",CHEVROLET
07/11/2024,HILUX,"1298,24","651,75","1949,99",TOYOTA
07/11/2024,L200,"1096,68","683,32","1780,0",MITSUBISHI
07/11/2024,A5,"336,82","143,18","480,0",AUDI
08/11/2024,GOLF,"299,1","150,0","449,1",VOLKSWAGEN
08/11/2024,L200,"529,7","0,0","529,7",MITSUBISHI
08/11/2024,STRADA,"260,03","299,97","560,0",FIAT
08/11/2024,HILUX,"1081,9","0,0","1081,9",TOYOTA
11/11/2024,ASTRA,"154,95","80,0","234,95",CHEVROLET
12/11/2024,ONIX,"0,0","180,0","180,0",CHEVROLET
12/11/2024,TCROSS,"1961,23","1259,83","3221,06",VOLKSWAGEN
12/11/2024,PRISMA,"93,5","90,0","183,5",CHEVROLET
12/11/2024,L200 TRITON,"670,2","405,0","1075,2",MITSUBISHI
13/11/2024,FUSION,"0,0","120,0","120,0",FORD
13/11/2024,CIVIC,"841,9","680,0","1521,9",HONDA
13/11/2024,ASTRA,"0,0","320,0","320,0",CHEVROLET
13/11/2024,STRADA,"1248,1","1651,92","2900,02",FIAT
14/11/2024,KA,"152,37","1012,47","1164,84",FORD
14/11/2024,COMPASS,"1721,78","328,22","2050,0",JEEP
18/11/2024,PALIO WEEKEND,"2712,25","795,0","3507,25",FIAT
18/11/2024,PAJERO DAKAR,"1616,1","605,0","2221,1",MITSUBISHI
18/11/2024,CIVIC,"156,9","193,1","350,0",HONDA
18/11/2024,PAJERO DAKAR,"6321,86","4528,13","10849,99",MITSUBISHI
19/11/2024,COROLLA,"74,27","425,73","500,0",TOYOTA
19/11/2024,528I,"770,19","2729,81","3500,0",BMW
19/11/2024,CIVIC,"499,0","80,02","579,02",HONDA
19/11/2024,ASTRA,"333,65","586,35","920,0",CHEVROLET
21/11/2024,X6,"2561,5","3100,0","5661,5",BMW
21/11/2024,GOLF,"884,3","990,0","1874,3",VOLKSWAGEN
21/11/2024,COMPASS,"1221,04","1387,0","2608,04",JEEP
21/11/2024,HILUX SW4,"552,54","207,47","760,01",TOYOTA
22/11/2024,3008,"335,85","320,0","655,85",PEUGEOT
22/11/2024,SPIN,"821,8","527,36","1349,16",CHEVROLET
25/11/2024,AZERA,"568,0","430,0","998,0",HYUNDAI
25/11/2024,S10,"369,32","570,68","940,0",CHEVROLET
25/11/2024,COMPASS,"2059,74","1140,26","3200,0",JEEP
25/11/2024,VECTRA,"467,86","1582,13","2049,99",CHEVROLET
25/11/2024,S10,"962,63","349,2","1311,83",CHEVROLET
25/11/2024,ONIX,"151,78","385,61","537,39",CHEVROLET
26/11/2024,MOBI,"3493,94","1296,05","4789,99",FIAT
26/11/2024,FASTBACK,"0,0","360,0","360,0",FIAT
26/11/2024,S10,"1,3","388,0","389,3",CHEVROLET
27/11/2024,PAJERO TR4,"4924,3","4585,0","9509,3",MITSUBISHI
28/11/2024,L200 TRITON,"936,0","320,0","1256,0",MITSUBISHI
28/11/2024,TORO,"959,8","180,0","1139,8",FIAT
29/11/2024,HRV,"1414,55","680,0","2094,55",HONDA
29/11/2024,TORO,"640,0","0,0","640,0",FIAT
29/11/2024,320I,"2567,18","1032,82","3600,0",BMW
29/11/2024,SANDERO,"229,15","200,0","429,15",RENAULT
02/12/2024,TUCSON,"281,0","150,0","431,0",HYUNDAI
02/12/2024,CLA,"1078,07","1471,94","2550,01",MERCEDES
02/12/2024,COMPASS,"2305,47","694,51","2999,98",JEEP
03/12/2024,AZERA,"696,89","503,11","1200,0",HYUNDAI
03/12/2024,C4 LOUNGE,"0,0","580,0","580,0",CITROËN
03/12/2024,AZERA,"0,0","400,0","400,0",HYUNDAI
04/12/2024,MOBI,"144,64","255,36","400,0",FIAT
04/12/2024,PAJERO SPORT,"498,6","0,0","498,6",MITSUBISHI
04/12/2024,CAPTUR,"371,59","278,42","650,01",RENAULT
05/12/2024,HRV,"1546,41","647,99","2194,4",HONDA
05/12/2024,PAJERO DAKAR,"145,0","200,0","345,0",MITSUBISHI
05/12/2024,320I,"1887,0","940,0","2827,0",BMW
05/12/2024,TCROSS,"1058,1","640,0","1698,1",VOLKSWAGEN
06/12/2024,FIESTA,"225,0","80,0","305,0",FORD
06/12/2024,RANGER,"8644,46","4155,0","12799,46",FORD
06/12/2024,S10,"1115,51","684,48","1799,99",CHEVROLET
06/12/2024,PAJERO DAKAR,"1109,0","691,0","1800,0",MITSUBISHI
09/12/2024,320I,"61,66","361,0","422,66",BMW
09/12/2024,X1,"1306,64","693,36","2000,0",BMW
09/12/2024,HILUX,"1515,06","119,94","1635,0",TOYOTA
10/12/2024,PAJERO DAKAR,"444,34","635,65","1079,99",MITSUBISHI
10/12/2024,PRISMA,"489,13","510,0","999,13",CHEVROLET
10/12/2024,RENEGADE,"1855,3","1710,0","3565,3",JEEP
10/12/2024,RANGER,"0,0","870,0","870,0",FORD
11/12/2024,SAVEIRO,"375,2","1190,0","1565,2",VOLKSWAGEN
11/12/2024,RANGER,"1471,9","1145,0","2616,9",FORD
11/12/2024,RENEGADE,"196,17","113,83","310,0",JEEP
12/12/2024,TRACKER,"346,0","0,0","346,0",CHEVROLET
12/12/2024,HB20S,"861,2","600,0","1461,2",HYUNDAI
12/12/2024,TORO,"27,0","189,0","216,0",FIAT
12/12/2024,528I,"283,78","3216,22","3500,0",BMW
12/12/2024,FIESTA,"268,5","740,0","1008,5",FORD
13/12/2024,JETTA,"12,9","960,0","972,9",VOLKSWAGEN
13/12/2024,B200T,"299,3","45,0","344,3",MERCEDES
16/12/2024,HRV,"1557,09","820,0","2377,09",HONDA
16/12/2024,CORSA,"449,99","0,0","449,99",CHEVROLET
16/12/2024,L200 TRITON,"1096,22","853,79","1950,01",MITSUBISHI
16/12/2024,FUSCA,"221,3","290,0","511,3",VOLKSWAGEN
17/12/2024,PAJERO SPORT,"2978,45","1721,54","4699,99",MITSUBISHI
17/12/2024,PALIO WEEKEND,"194,74","259,65","454,39",FIAT
17/12/2024,CLA,"4323,82","2576,19","6900,01",MERCEDES
18/12/2024,ONIX,"567,13","504,86","1071,99",CHEVROLET
