Data;Veiculo; Produto ; Serviço ; Total ;;;;
10/05/2024;PAJERO SPORT; 0,00 ; 1.200,00 ; 1.200,00 ;;;;
13/05/2024;PAJERO GLS-B; 1.831,63 ; 520,00 ; 2.351,63 ;;;;
13/05/2024;TUCSON; 193,99 ; 541,50 ; 735,49 ;;;;
13/05/2024;FUSION; 2.126,80 ; 840,00 ; 2.966,80 ;;;;
13/05/2024;COMPASS; 160,85 ; 230,00 ; 390,85 ;;;;
14/05/2024;L200 SAVANA; 0,00 ; 630,00 ; 630,00 ;;;;
14/05/2024;CORSA; 46,90 ; 295,00 ; 341,90 ;;;;
14/05/2024;L200 TRITON; 556,99 ; 185,66 ; 742,65 ;;;;
14/05/2024;HB20; 185,04 ; 449,96 ; 635,00 ;;;;
14/05/2024;PAMPA; 230,00 ; 220,00 ; 450,00 ;;;;
14/05/2024;RENEGADE; 131,33 ; 418,67 ; 550,00 ;;;;
14/05/2024;HILUX; 5.270,90 ; 1.970,00 ; 7.240,90 ;;;;
15/05/2024;FIAT 500; 3.370,25 ; 1.400,00 ; 4.770,25 ;;;;
15/05/2024;L200 TRITON; 25,00 ; 900,00 ; 925,00 ;;;;
15/05/2024;C4 LOUNGE; 30,00 ; 1.580,00 ; 1.610,00 ;;;;
15/05/2024;PASSAT; 0,00 ; 110,00 ; 110,00 ;;;;
15/05/2024;MOBI; 364,70 ; 0,00 ; 364,70 ;;;;
16/05/2024;TRACKER; 159,20 ; 100,00 ; 259,20 ;;;;
16/05/2024;PEUGEOT 207; 170,12 ; 530,00 ; 700,12 ;;;;
16/05/2024;PEUGEOT 207; 120,00 ; 0,00 ; 120,00 ;;;;
16/05/2024;TUCSON; 372,60 ; 480,00 ; 852,60 ;;;;
16/05/2024;PAJERO SPORT; 2.323,06 ; 2.226,08 ; 4.549,14 ;;;;
17/05/2024;FRONTIER; 2.242,10 ; 585,00 ; 2.827,10 ;;;;
17/05/2024;TCROSS; 525,00 ; 200,00 ; 725,00 ;;;;
20/05/2024;L200 TRITON; 8.007,17 ; 4.289,20 ; 12.296,37 ;;;;
20/05/2024;BMW X1; 1.419,35 ; 980,65 ; 2.400,00 ;;;;
20/05/2024;AMAROK; 60,00 ; 0,00 ; 60,00 ;;;;
20/05/2024;207; 0,00 ; 200,00 ; 200,00 ;;;;
20/05/2024;MERIVA; 36,30 ; 0,00 ; 36,30 ;;;;
21/05/2024;CRUZE; 696,80 ; 453,20 ; 1.150,00 ;;;;
21/05/2024;ONIX; 1.708,14 ; 535,00 ; 2.243,14 ;;;;
21/05/2024;HILUX SW4; 1.698,30 ; 510,00 ; 2.208,30 ;;;;
21/05/2024;FRONTIER; 198,00 ; 455,00 ; 653,00 ;;;;
21/05/2024;TORO; 719,70 ; 440,00 ; 1.159,70 ;;;;
22/05/2024;MONTANA; 846,80 ; 230,00 ; 1.076,80 ;;;;
22/05/2024;POLO; 30,00 ; 0,00 ; 30,00 ;;;;
22/05/2024;JETTA; 808,85 ; 1.160,00 ; 1.968,85 ;;;;
22/05/2024;RENEGADE; 0,00 ; 80,00 ; 80,00 ;;;;
22/05/2024;PAJERO SPORT; 263,88 ; 1.736,11 ; 1.999,99 ;;;;
23/05/2024;RANGER; 1.036,40 ; 643,59 ; 1.679,99 ;;;;
23/05/2024;BMW X1; 112,40 ; 450,00 ; 562,40 ;;;;
23/05/2024;PAJERO DAKAR; 136,15 ; 390,00 ; 526,15 ;;;;
23/05/2024;CELTA; 1.366,30 ; 940,00 ; 2.306,30 ;;;;
24/05/2024;HILUX; 0,00 ; 1.140,00 ; 1.140,00 ;;;;
24/05/2024;DODGE RAM 2500; 20,00 ; 780,00 ; 800,00 ;;;;
24/05/2024;ETIOS; 0,00 ; 80,00 ; 80,00 ;;;;
27/05/2024;CRUZE; 1.136,29 ; 713,71 ; 1.850,00 ;;;;
27/05/2024;S10; 600,00 ; 0,00 ; 600,00 ;;;;
27/05/2024;ZAFIRA; 1.192,55 ; 430,00 ; 1.622,55 ;;;;
27/05/2024;S10; 2.427,45 ; 850,25 ; 3.277,70 ;;;;
27/05/2024;RANGER; 1.176,75 ; 680,00 ; 1.856,75 ;;;;
28/05/2024;LINEA; 31,98 ; 268,02 ; 300,00 ;;;;
28/05/2024;S10; 504,34 ; 230,00 ; 734,34 ;;;;
28/05/2024;CAPTUR; 664,08 ; 479,92 ; 1.144,00 ;;;;
28/05/2024;C4 LOUNGE; 0,00 ; 770,00 ; 770,00 ;;;;
29/05/2024;AUDI RS7; 0,00 ; 200,00 ; 200,00 ;;;;
29/05/2024;BMW 330I; 0,00 ; 60,90 ; 60,90 ;;;;
29/05/2024;CAPTUR; 702,10 ; 0,00 ; 702,10 ;;;;
29/05/2024;VERSA; 963,90 ; 500,00 ; 1.463,90 ;;;;
29/05/2024;MERCEDES B200T; 0,00 ; 500,00 ; 500,00 ;;;;
31/05/2024;VECTRA; 0,00 ; 80,00 ; 80,00 ;;;;
31/05/2024;RENEGADE; 357,80 ; 100,00 ; 457,80 ;;;;
31/05/2024;ONIX; 330,35 ; 350,00 ; 680,35 ;;;;
31/05/2024;COROLLA FIELDER; 6.076,27 ; 2.923,71 ; 8.999,98 ;;;;
03/06/2024;PAJERO TR4; 0,00 ; 200,00 ; 200,00 ;;;;
03/06/2024;S10; 0,00 ; 180,00 ; 180,00 ;;;;
03/06/2024;L200 TRITON; 1.679,55 ; 390,00 ; 2.069,55 ;;;;
03/06/2024;ECOSPORT; 1.679,20 ; 900,00 ; 2.579,20 ;;;;
03/06/2024;HILUX; 6,00 ; 100,00 ; 106,00 ;;;;
03/06/2024;HILUX SW4; 981,85 ; 360,00 ; 1.341,85 ;;;;
04/06/2024;MONTANA; 367,49 ; 532,49 ; 899,98 ;;;;
05/06/2024;SENTRA; 0,00 ; 80,00 ; 80,00 ;;;;
05/06/2024;SAVEIRO; 15,11 ; 672,54 ; 687,65 ;;;;
05/06/2024;PEUGEOT 208; 1.220,20 ; 739,80 ; 1.960,00 ;;;;
05/06/2024;PAJERO TR4; 1.414,69 ; 85,31 ; 1.500,00 ;;;;
06/06/2024;PAJERO SPORT; 2.762,21 ; 1.937,81 ; 4.700,02 ;;;;
06/06/2024;JETTA; 39,40 ; 180,00 ; 219,40 ;;;;
06/06/2024;HB20; 0,00 ; 180,00 ; 180,00 ;;;;
07/06/2024;NOVO CORSA; 58,00 ; 0,00 ; 58,00 ;;;;
07/06/2024;MERCEDES B200T; 297,50 ; 200,00 ; 497,50 ;;;;
07/06/2024;DUSTER; 102,02 ; 187,98 ; 290,00 ;;;;
10/06/2024;UNO; 2.255,40 ; 1.135,00 ; 3.390,40 ;;;;
10/06/2024;308; 19,20 ; 80,00 ; 99,20 ;;;;
10/06/2024;DISCOVERY; 2.489,00 ; 740,00 ; 3.229,00 ;;;;
11/06/2024;HILUX; 966,29 ; 333,71 ; 1.300,00 ;;;;
11/06/2024;COURIER; 795,35 ; 440,00 ; 1.235,35 ;;;;
11/06/2024;AMAROK; 0,00 ; 80,00 ; 80,00 ;;;;
11/06/2024;MERCEDES B200T; 316,80 ; 200,00 ; 516,80 ;;;;
11/06/2024;PAMPA; 225,60 ; 150,00 ; 375,60 ;;;;
12/06/2024;HILUX SW4; 6.054,70 ; 5.450,00 ; 11.504,70 ;;;;
12/06/2024;COMPASS; 116,00 ; 0,00 ; 116,00 ;;;;
12/06/2024;CIVIC; 620,75 ; 650,00 ; 1.270,75 ;;;;
12/06/2024;MERCEDES; 0,00 ; 250,00 ; 250,00 ;;;;
12/06/2024;HRV; 43,90 ; 790,00 ; 833,90 ;;;;
12/06/2024;C4 LOUNGE; 0,00 ; 560,00 ; 560,00 ;;;;
12/06/2024;COMPASS; 3.558,21 ; 821,80 ; 4.380,01 ;;;;
13/06/2024;PEUGEOT 208; 9,60 ; 80,00 ; 89,60 ;;;;
13/06/2024;CORSA CLASSIC; 0,00 ; 170,00 ; 170,00 ;;;;
13/06/2024;GOLF VARIANT; 459,20 ; 0,00 ; 459,20 ;;;;
14/06/2024;PALIO; 1.985,70 ; 1.440,00 ; 3.425,70 ;;;;
14/06/2024;BMW X5; 3.284,40 ; 1.115,00 ; 4.399,40 ;;;;
14/06/2024;PAJERO TR4; 509,95 ; 480,00 ; 989,95 ;;;;
14/06/2024;PAJERO SPORT; 67,35 ; 0,00 ; 67,35 ;;;;
14/06/2024;COMPASS; 1.926,70 ; 2.800,00 ; 4.726,70 ;;;;
17/06/2024;ONIX; 198,71 ; 191,29 ; 390,00 ;;;;
18/06/2024;ELANTRA; 858,00 ; 680,00 ; 1.538,00 ;;;;
18/06/2024;COROLLA; 177,65 ; 120,00 ; 297,65 ;;;;
18/06/2024;GRAND CHEROKEE; 3.020,46 ; 1.144,55 ; 4.165,01 ;;;;
18/06/2024;KA; 25,00 ; 5,00 ; 30,00 ;;;;
19/06/2024;S10; 0,00 ; 170,00 ; 170,00 ;;;;
19/06/2024;S10; 5.304,44 ; 2.795,57 ; 8.100,01 ;;;;
19/06/2024;S10; 1.205,05 ; 585,00 ; 1.790,05 ;;;;
19/06/2024;HB20; 1.100,20 ; 566,94 ; 1.667,14 ;;;;
20/06/2024;SANDERO; 1.290,95 ; 595,00 ; 1.885,95 ;;;;
20/06/2024;RENEGADE; 1.090,29 ; 749,70 ; 1.839,99 ;;;;
20/06/2024;AUDI A5; 3.712,05 ; 2.257,95 ; 5.970,00 ;;;;
20/06/2024;AUDI A3; 1.943,02 ; 79,98 ; 2.023,00 ;;;;
20/06/2024;BMW 330E; 0,00 ; 560,00 ; 560,00 ;;;;
21/06/2024;PAJERO TR4; 257,70 ; 490,00 ; 747,70 ;;;;
21/06/2024;SPACEFOX; 384,20 ; 0,00 ; 384,20 ;;;;
21/06/2024;RENEGADE; 1.090,30 ; 749,70 ; 1.840,00 ;;;;
21/06/2024;SUBARU WRX; 114,15 ; 120,00 ; 234,15 ;;;;
21/06/2024;SANDERO; 0,00 ; 80,00 ; 80,00 ;;;;
21/06/2024;C4 PALLAS; 210,16 ; 189,84 ; 400,00 ;;;;
21/06/2024;COMPASS; 2.093,89 ; 350,00 ; 2.443,89 ;;;;
24/06/2024;CRUZE; 696,80 ; 453,20 ; 1.150,00 ;;;;
24/06/2024;HILUX; 328,70 ; 480,00 ; 808,70 ;;;;
24/06/2024;ZAFIRA; 738,00 ; 480,00 ; 1.218,00 ;;;;
24/06/2024;L200 TRITON; 2.929,75 ; 1.010,00 ; 3.939,75 ;;;;
25/06/2024;SPIN; 1.447,51 ; 818,37 ; 2.265,88 ;;;;
25/06/2024;AUDI A3; 2.882,11 ; 987,90 ; 3.870,01 ;;;;
25/06/2024;CRONOS; 196,93 ; 0,00 ; 196,93 ;;;;
26/06/2024;GOLF; 1.488,16 ; 1.159,87 ; 2.648,03 ;;;;
26/06/2024;COMPASS; 664,20 ; 480,00 ; 1.144,20 ;;;;
26/06/2024;HILUX; 1.319,78 ; 775,00 ; 2.094,78 ;;;;
26/06/2024;ETIOS; 1.311,36 ; 728,64 ; 2.040,00 ;;;;
27/06/2024;BMW 325I; 13,10 ; 711,90 ; 725,00 ;;;;
27/06/2024;SUBARU WRX; 350,00 ; 0,00 ; 350,00 ;;;;
28/06/2024;S10; 0,00 ; 170,00 ; 170,00 ;;;;
28/06/2024;S10; 0,00 ; 170,00 ; 170,00 ;;;;
28/06/2024;BMW 335I; 1.409,70 ; 7.338,95 ; 8.748,65 ;;;;
28/06/2024;HRV; 529,01 ; 456,00 ; 985,01 ;;;;
28/06/2024;STRADA; 0,00 ; 40,00 ; 40,00 ;;;;
01/07/2024;ONIX; 842,47 ; 547,95 ; 1.390,42 ;;;;
01/07/2024;S10; 1.845,74 ; 554,27 ; 2.400,01 ;;;;
02/07/2024;LIVINA; 1.015,30 ; 620,00 ; 1.635,30 ;;;;
02/07/2024;PAMPA; 1.082,50 ; 1.610,00 ; 2.692,50 ;;;;
02/07/2024;C4 VTR; 364,30 ; 0,00 ; 364,30 ;;;;
02/07/2024;COMPASS; 615,53 ; 0,00 ; 615,53 ;;;;
02/07/2024;FIESTA; 979,71 ; 360,29 ; 1.340,00 ;;;;
03/07/2024;CRUZE; 729,63 ; 85,37 ; 815,00 ;;;;
03/07/2024;ZAFIRA; 74,60 ; 0,00 ; 74,60 ;;;;
04/07/2024;MONTANA; 1.730,93 ; 1.645,00 ; 3.375,93 ;;;;
04/07/2024;TORO; 2.023,65 ; 2.765,35 ; 4.789,00 ;;;;
04/07/2024;MERCEDES C250; 30,00 ; 0,00 ; 30,00 ;;;;
04/07/2024;CRUZE; 738,00 ; 480,00 ; 1.218,00 ;;;;
04/07/2024;MERIVA; 0,00 ; 120,00 ; 120,00 ;;;;
04/07/2024;FASTBACK; 0,00 ; 470,00 ; 470,00 ;;;;
05/07/2024;HILUX; 70,36 ; 109,64 ; 180,00 ;;;;
05/07/2024;MONTANA; 367,85 ; 172,16 ; 540,01 ;;;;
05/07/2024;AMAROK; 1.632,25 ; 275,00 ; 1.907,25 ;;;;
05/07/2024;L200 TRITON; 350,00 ; 0,00 ; 350,00 ;;;;
05/07/2024;207; 263,30 ; 149,40 ; 412,70 ;;;;
08/07/2024;CRUZE; 738,00 ; 480,00 ; 1.218,00 ;;;;
08/07/2024;TRACKER; 0,00 ; 350,00 ; 350,00 ;;;;
08/07/2024;L200 TRITON; 335,25 ; 450,00 ; 785,25 ;;;;
08/07/2024;PAJERO DAKAR; 376,80 ; 280,00 ; 656,80 ;;;;
08/07/2024;PAJERO DAKAR; 1.506,03 ; 693,96 ; 2.199,99 ;;;;
08/07/2024;BMW 320I; 0,00 ; 300,00 ; 300,00 ;;;;
08/07/2024;C4 VTR; 1.581,07 ; 329,93 ; 1.911,00 ;;;;
10/07/2024;NOVO CORSA; 114,20 ; 0,00 ; 114,20 ;;;;
10/07/2024;S10; 0,00 ; 525,00 ; 525,00 ;;;;
10/07/2024;AUDI A5; 863,53 ; 76,47 ; 940,00 ;;;;
10/07/2024;GOL; 1.602,54 ; 1.297,44 ; 2.899,98 ;;;;
10/07/2024;FRONTIER; 0,00 ; 400,00 ; 400,00 ;;;;
10/07/2024;ONIX; 0,00 ; 657,00 ; 657,00 ;;;;
11/07/2024;PRISMA; 738,00 ; 480,00 ; 1.218,00 ;;;;
11/07/2024;MASTER; 3.974,60 ; 540,00 ; 4.514,60 ;;;;
11/07/2024;AMAROK; 2.689,75 ; 1.660,00 ; 4.349,75 ;;;;
12/07/2024;STRADA; 1.114,90 ; 565,00 ; 1.679,90 ;;;;
15/07/2024;TRACKER; 1.076,45 ; 1.330,00 ; 2.406,45 ;;;;
15/07/2024;UP; 291,20 ; 0,00 ; 291,20 ;;;;
15/07/2024;TORO; 669,30 ; 0,00 ; 669,30 ;;;;
15/07/2024;KA; 696,08 ; 300,00 ; 996,08 ;;;;
15/07/2024;CORSA CLASSIC; 0,00 ; 370,00 ; 370,00 ;;;;
16/07/2024;SAVEIRO; 0,00 ; 670,00 ; 670,00 ;;;;
16/07/2024;TRACKER; 495,99 ; 0,00 ; 495,99 ;;;;
16/07/2024;AMAROK; 900,76 ; 549,24 ; 1.450,00 ;;;;
16/07/2024;GOL; 0,00 ; 162,00 ; 162,00 ;;;;
16/07/2024;COMPASS; 701,93 ; 879,90 ; 1.581,83 ;;;;
16/07/2024;L200 TRITON; 1.067,83 ; 582,17 ; 1.650,00 ;;;;
17/07/2024;L200 TRITON; 600,00 ; 0,00 ; 600,00 ;;;;
17/07/2024;TRACKER; 0,00 ; 220,00 ; 220,00 ;;;;
17/07/2024;MERCEDES CLA; 1.493,20 ; 494,85 ; 1.988,05 ;;;;
18/07/2024;CITY; 143,40 ; 520,00 ; 663,40 ;;;;
18/07/2024;207; 12,60 ; 520,00 ; 532,60 ;;;;
19/07/2024;UP; 1.022,50 ; 740,00 ; 1.762,50 ;;;;
22/07/2024;PRISMA; 162,50 ; 590,00 ; 752,50 ;;;;
22/07/2024;ONIX; 0,00 ; 700,00 ; 700,00 ;;;;
22/07/2024;GOL; 1.433,54 ; 1.710,45 ; 3.143,99 ;;;;
22/07/2024;CIVIC; 1.579,13 ; 820,87 ; 2.400,00 ;;;;
22/07/2024;UNO; 430,03 ; 279,98 ; 710,01 ;;;;
22/07/2024;TIGUAN; 15,00 ; 185,00 ; 200,00 ;;;;
22/07/2024;ONIX; 425,40 ; 120,00 ; 545,40 ;;;;
23/07/2024;ACCORD; 0,00 ; 350,00 ; 350,00 ;;;;
23/07/2024;STRADA; 0,00 ; 220,00 ; 220,00 ;;;;
24/07/2024;L200 TRITON; 1.566,71 ; 713,29 ; 2.280,00 ;;;;
24/07/2024;AUDI A5; 103,90 ; 0,00 ; 103,90 ;;;;
24/07/2024;DISCOVERY IV; 1.904,40 ; 195,62 ; 2.100,02 ;;;;
24/07/2024;AZERA; 1.251,12 ; 0,00 ; 1.251,12 ;;;;
24/07/2024;3008; 0,00 ; 350,00 ; 350,00 ;;;;
24/07/2024;L200 TRITON; 0,00 ; 1.410,00 ; 1.410,00 ;;;;
24/07/2024;CRUZE; 36,14 ; 463,86 ; 500,00 ;;;;
24/07/2024;IX35; 94,90 ; 410,00 ; 504,90 ;;;;
25/07/2024;PAJERO SPORT; 195,90 ; 0,00 ; 195,90 ;;;;
26/07/2024;JETTA; 0,00 ; 630,00 ; 630,00 ;;;;
26/07/2024;CIVIC; 936,66 ; 463,34 ; 1.400,00 ;;;;
26/07/2024;PAJERO TR4; 0,00 ; 720,00 ; 720,00 ;;;;
29/07/2024;RANGER; 118,87 ; 841,13 ; 960,00 ;;;;
29/07/2024;AMAROK; 0,00 ; 120,00 ; 120,00 ;;;;
29/07/2024;HILUX; 153,00 ; 1.080,00 ; 1.233,00 ;;;;
29/07/2024;HILUX; 2.289,01 ; 2.211,03 ; 4.500,04 ;;;;
29/07/2024;DODGE RAM 2500; 36,70 ; 0,00 ; 36,70 ;;;;
30/07/2024;PAMPA; 191,56 ; 98,44 ; 290,00 ;;;;
30/07/2024;HILUX; 1.896,55 ; 765,00 ; 2.661,55 ;;;;
31/07/2024;ONIX PLUS; 748,00 ; 480,00 ; 1.228,00 ;;;;
31/07/2024;DISCOVERY IV; 2.876,80 ; 2.200,00 ; 5.076,80 ;;;;
01/08/2024;CIVIC; 68,90 ; 680,00 ; 748,90 ;;;;
01/08/2024;FRONTIER; 3.799,72 ; 3.400,29 ; 7.200,01 ;;;;
01/08/2024;PALIO WEEKEND; 2.066,66 ; 540,00 ; 2.606,66 ;;;;
01/08/2024;SUZUKI SX4; 673,20 ; 480,00 ; 1.153,20 ;;;;
02/08/2024;HILUX; 165,93 ; 1.034,07 ; 1.200,00 ;;;;
02/08/2024;COMPASS; 708,75 ; 60,00 ; 768,75 ;;;;
02/08/2024;SAVEIRO; 291,00 ; 0,00 ; 291,00 ;;;;
02/08/2024;MERCEDES CLA; 0,00 ; 3.610,00 ; 3.610,00 ;;;;
05/08/2024;L200 TRITON; 1.776,94 ; 683,07 ; 2.460,01 ;;;;
06/08/2024;BMW X1; 1.348,00 ; 1.260,00 ; 2.608,00 ;;;;
06/08/2024;TORO; 1.406,45 ; 480,00 ; 1.886,45 ;;;;
06/08/2024;C4 VTR; 495,00 ; 80,00 ; 575,00 ;;;;
06/08/2024;ASX; 1.033,75 ; 720,00 ; 1.753,75 ;;;;
06/08/2024;SPIN; 564,10 ; 635,88 ; 1.199,98 ;;;;
06/08/2024;GOLF; 189,32 ; 5.665,67 ; 5.854,99 ;;;;
07/08/2024;SANTA FE; 939,96 ; 850,00 ; 1.789,96 ;;;;
07/08/2024;PRISMA; 822,80 ; 480,00 ; 1.302,80 ;;;;
08/08/2024;VECTRA; 45,00 ; 250,00 ; 295,00 ;;;;
08/08/2024;STRADA; 120,00 ; 80,00 ; 200,00 ;;;;
08/08/2024;CRV; 0,00 ; 200,00 ; 200,00 ;;;;
08/08/2024;PAJERO SPORT; 460,49 ; 589,51 ; 1.050,00 ;;;;
09/08/2024;POLO; 889,55 ; 580,45 ; 1.470,00 ;;;;
09/08/2024;HILUX; 184,60 ; 329,00 ; 513,60 ;;;;
09/08/2024;PARATI; 780,94 ; 819,07 ; 1.600,01 ;;;;
09/08/2024;COROLLA; 859,65 ; 620,34 ; 1.479,99 ;;;;
09/08/2024;FUSCA NEW; 1.263,42 ; 936,57 ; 2.199,99 ;;;;
12/08/2024;HILUX; 2.475,49 ; 1.324,52 ; 3.800,01 ;;;;
12/08/2024;L200 TRITON; 149,00 ; 0,00 ; 149,00 ;;;;
12/08/2024;FLUENCE; 0,00 ; 280,00 ; 280,00 ;;;;
12/08/2024;KA; 457,64 ; 120,00 ; 577,64 ;;;;
13/08/2024;JETTA; 394,93 ; 780,00 ; 1.174,93 ;;;;
13/08/2024;S10; 4.564,10 ; 2.345,00 ; 6.909,10 ;;;;
13/08/2024;CELTA; 135,03 ; 139,98 ; 275,01 ;;;;
14/08/2024;PAJERO DAKAR; 1.531,55 ; 1.398,00 ; 2.929,55 ;;;;
14/08/2024;PAJERO FULL; 161,75 ; 200,00 ; 361,75 ;;;;
14/08/2024;BMW X6; 0,00 ; 540,00 ; 540,00 ;;;;
14/08/2024;HILUX; 144,60 ; 90,00 ; 234,60 ;;;;
14/08/2024;FRONTIER; 321,39 ; 1.014,30 ; 1.335,69 ;;;;
16/08/2024;ONIX; 1.204,95 ; 381,54 ; 1.586,49 ;;;;
16/08/2024;WRV; 2.518,70 ; 840,00 ; 3.358,70 ;;;;
16/08/2024;MERCEDES CLA; 957,63 ; 542,37 ; 1.500,00 ;;;;
16/08/2024;CRUZE; 673,20 ; 612,00 ; 1.285,20 ;;;;
16/08/2024;CELTA; 1.713,18 ; 1.016,81 ; 2.729,99 ;;;;
13/08/2024;IX35; 820,65 ; 310,00 ; 1.130,65 ;;;;
16/08/2024;PRISMA; 700,49 ; 449,51 ; 1.150,00 ;;;;
19/08/2024;BMW X1; 280,00 ; 160,00 ; 440,00 ;;;;
19/08/2024;RENEGADE; 637,02 ; 192,97 ; 829,99 ;;;;
19/08/2024;DISCOVERY 4; 326,44 ; 573,41 ; 899,85 ;;;;
20/08/2024;VERA CRUZ; 163,80 ; 320,00 ; 483,80 ;;;;
20/08/2024;STRADA; 120,00 ; 0,00 ; 120,00 ;;;;
20/08/2024;DUSTER; 0,00 ; 650,00 ; 650,00 ;;;;
20/08/2024;PAJERO DAKAR; 2.951,29 ; 648,71 ; 3.600,00 ;;;;
21/08/2024;STRADA; 704,54 ; 322,12 ; 1.026,66 ;;;;
21/08/2024;TRAILBLAZER; 2.105,87 ; 678,13 ; 2.784,00 ;;;;
21/08/2024;HUILUX; 1.712,15 ; 637,86 ; 2.350,01 ;;;;
21/08/2024;UNO; 171,64 ; 248,36 ; 420,00 ;;;;
21/08/2024;GOLF; 1.030,69 ; 963,75 ; 1.994,44 ;;;;
21/08/2024;UP; 76,50 ; 90,00 ; 166,50 ;;;;
22/08/2024;HILUX; 2.228,85 ; 1.255,00 ; 3.483,85 ;;;;
22/08/2024;UP; 231,56 ; 960,00 ; 1.191,56 ;;;;
22/08/2024;ARGO; 120,00 ; 300,00 ; 420,00 ;;;;
23/08/2024;MOBI; 0,00 ; 765,00 ; 765,00 ;;;;
26/08/2024;CRUZE; 1.802,22 ; 697,78 ; 2.500,00 ;;;;
26/08/2024;FRONTIER; 1.168,16 ; 688,50 ; 1.856,66 ;;;;
26/08/2024;TRACKER; 1.785,00 ; 2.570,00 ; 4.355,00 ;;;;
26/08/2024;PEUGEOT 207; 74,80 ; 421,50 ; 496,30 ;;;;
26/08/2024;HB20; 1.195,24 ; 494,76 ; 1.690,00 ;;;;
26/08/2024;L200 TRITON; 583,81 ; 180,00 ; 763,81 ;;;;
27/08/2024;MONTANA; 1.216,96 ; 368,60 ; 1.585,56 ;;;;
27/08/2024;HB20S; 0,00 ; 200,00 ; 200,00 ;;;;
27/08/2024;COROLLA; 972,30 ; 600,00 ; 1.572,30 ;;;;
28/08/2024;C200; 0,00 ; 350,00 ; 350,00 ;;;;
28/08/2024;HILUX; 920,00 ; 0,00 ; 920,00 ;;;;
28/08/2024;COROLLA; 1.845,71 ; 483,83 ; 2.329,54 ;;;;
28/08/2024;HILUX; 150,59 ; 169,41 ; 320,00 ;;;;
28/08/2024;BMW X1; 343,35 ; 0,00 ; 343,35 ;;;;
29/08/2024;BMW X6; 1.008,25 ; 805,00 ; 1.813,25 ;;;;
29/08/2024;PICK UP CORSA; 208,30 ; 0,00 ; 208,30 ;;;;
29/08/2024;VECTRA; 1.818,80 ; 710,00 ; 2.528,80 ;;;;
29/08/2024;3008; 1.674,57 ; 760,00 ; 2.434,57 ;;;;
29/08/2024;PAJERO SPORT; 1.106,38 ; 643,61 ; 1.749,99 ;;;;
30/08/2024;HILUX; 1.595,60 ; 834,40 ; 2.430,00 ;;;;
30/08/2024;HILUX; 569,21 ; 630,79 ; 1.200,00 ;;;;
30/08/2024;HILUX; 120,00 ; 0,00 ; 120,00 ;;;;
02/09/2024;CRUZE; 75,00 ; 280,00 ; 355,00 ;;;;
02/09/2024;PAJERO TR4; 0,00 ; 300,00 ; 300,00 ;;;;
02/09/2024;PREMIO; 0,00 ; 100,00 ; 100,00 ;;;;
02/09/2024;COMPASS; 120,00 ; 220,00 ; 340,00 ;;;;
02/09/2024;BMW X1; 880,55 ; 710,00 ; 1.590,55 ;;;;
02/09/2024;RANGER; 630,56 ; 1.212,44 ; 1.843,00 ;;;;
03/09/2024;COMPASS; 1.316,78 ; 783,22 ; 2.100,00 ;;;;
03/09/2024;HILUX; 1.216,19 ; 1.163,82 ; 2.380,01 ;;;;
03/09/2024;PREMIO; 131,77 ; 88,24 ; 220,01 ;;;;
04/09/2024;TORO; 929,74 ; 514,14 ; 1.443,88 ;;;;
04/09/2024;WRV; 299,00 ; 0,00 ; 299,00 ;;;;
04/09/2024;COMPASS; 423,45 ; 400,00 ; 823,45 ;;;;
04/09/2024;HILUX; 236,53 ; 343,48 ; 580,01 ;;;;
04/09/2024;L200 TRITON; 791,20 ; 199,81 ; 991,01 ;;;;
05/09/2024;HILUX; 1.595,55 ; 900,00 ; 2.495,55 ;;;;
05/09/2024;BMW 528I; 0,00 ; 260,00 ; 260,00 ;;;;
05/09/2024;FUSCA; 945,23 ; 1.014,76 ; 1.959,99 ;;;;
05/09/2024;GOLF; 144,40 ; 580,00 ; 724,40 ;;;;
05/09/2024;CHEVETTE; 1.712,33 ; 2.450,67 ; 4.163,00 ;;;;
05/09/2024;FIESTA; 1.448,25 ; 390,00 ; 1.838,25 ;;;;
06/09/2024;SANDERO; 179,50 ; 340,00 ; 519,50 ;;;;
06/09/2024;ONIX; 0,00 ; 180,00 ; 180,00 ;;;;
09/09/2024;TORO; 0,00 ; 80,00 ; 80,00 ;;;;
09/09/2024;RENEGADE; 1.732,32 ; 1.417,68 ; 3.150,00 ;;;;
09/09/2024;I30; 0,00 ; 180,00 ; 180,00 ;;;;
09/09/2024;CRUZE; 604,27 ; 0,00 ; 604,27 ;;;;
09/09/2024;CIVIC; 0,00 ; 180,00 ; 180,00 ;;;;
09/09/2024;STRADA; 1.260,63 ; 660,00 ; 1.920,63 ;;;;
09/09/2024;HILUX; 920,00 ; 0,00 ; 920,00 ;;;;
09/09/2024;CIVIC; 316,18 ; 499,82 ; 816,00 ;;;;
09/09/2024;HB20; 347,60 ; 250,00 ; 597,60 ;;;;
10/09/2024;COMPASS; 427,17 ; 272,83 ; 700,00 ;;;;
10/09/2024;BMW 320I; 0,00 ; 1.199,99 ; 1.199,99 ;;;;
10/09/2024;BMW X6; 0,00 ; 450,00 ; 450,00 ;;;;
10/09/2024;HILUX; 7,65 ; 60,00 ; 67,65 ;;;;
10/09/2024;PALIO; 27,00 ; 189,00 ; 216,00 ;;;;
